Ship,Mode,Segment,Country,City,State,Postal,Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,,
Standard,Class,Consumer,United,States,Nashville,Tennessee,37211,South,Office,Supplies,Storage,294.368,4,0.2,,
Standard,Class,Corporate,United,States,Nashville,Tennessee,37211,South,Office,Supplies,Appliances,81.568,2,0.2,,
Standard,Class,Consumer,United,States,Dallas,Texas,75220,Central,Furniture,Furnishings,44.46,5,0.6,-17.784,,
Standard,Class,Consumer,United,States,Dallas,Texas,75220,Central,Office,Supplies,Storage,314.088,3,0.2,,
Standard,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Office,Supplies,Binders,6.336,4,0.7,,
Standard,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Office,Supplies,Paper,10.48,1,0.2,,
Standard,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Office,Supplies,Binders,2.469,1,0.7,,
Standard,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Office,Supplies,Binders,3.264,2,0.7,,
Standard,Class,Consumer,United,States,Dallas,Texas,75217,Central,Office,Supplies,Fasteners,4.344,3,0.2,,
Standard,Class,Consumer,United,States,Dallas,Texas,75217,Central,Furniture,Furnishings,31.776,3,0.6,-19.0656,,
Standard,Class,Consumer,United,States,Dallas,Texas,75217,Central,Office,Supplies,Labels,4.928,2,0.2,,
Standard,Class,Consumer,United,States,Dallas,Texas,75217,Central,Office,Supplies,Binders,1.788,3,0.8,,
Standard,Class,Consumer,United,States,Dallas,Texas,75217,Central,Office,Supplies,Fasteners,15.072,4,0.2,,
Standard,Class,Consumer,United,States,Arlington,Texas,76017,Central,Office,Supplies,Storage,12.624,2,0.2,,
Standard,Class,Corporate,United,States,Pasadena,California,91104,West,Office,Supplies,Paper,185.88,6,0,,
Standard,Class,Corporate,United,States,Pasadena,California,91104,West,Office,Supplies,Paper,12.96,2,0,,
Second,Class,Consumer,United,States,Everett,Massachusetts,2149,East,Office,Supplies,Paper,189.7,10,0,,
Second,Class,Consumer,United,States,Everett,Massachusetts,2149,East,Office,Supplies,Paper,40.99,1,0,,
Second,Class,Home,Office,United,States,Troy,New,York,12180,East,Furniture,Furnishings,82.64,2,,
Second,Class,Home,Office,United,States,Troy,New,York,12180,East,Office,Supplies,Storage,31.02,,
Second,Class,Home,Office,United,States,Troy,New,York,12180,East,Technology,Accessories,89.97,3,,
Second,Class,Consumer,United,States,Sandy,Springs,Georgia,30328,South,Office,Supplies,Art,35.97,3,,
Second,Class,Consumer,United,States,Sandy,Springs,Georgia,30328,South,Furniture,Bookcases,1266.86,7,0,,
Standard,Class,Consumer,United,States,San,Jose,California,95123,West,Office,Supplies,Storage,169.45,5,,
Standard,Class,Consumer,United,States,San,Jose,California,95123,West,Office,Supplies,Storage,40.68,2,,
Standard,Class,Consumer,United,States,Jacksonville,Florida,32216,South,Office,Supplies,Supplies,3.328,2,0.2,,
Standard,Class,Consumer,United,States,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,0.45,-458.1468,,
Standard,Class,Consumer,United,States,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.92,5,0.2,0,,
Same,Day,Consumer,United,States,Jacksonville,Florida,32216,South,Office,Supplies,Storage,4.768,2,0.2,,
Same,Day,Consumer,United,States,Jacksonville,Florida,32216,South,Office,Supplies,Paper,6.672,1,0.2,,
Same,Day,Consumer,United,States,Jacksonville,Florida,32216,South,Office,Supplies,Art,4.448,2,0.2,,
Same,Day,Consumer,United,States,Jacksonville,Florida,32216,South,Furniture,Furnishings,43.936,4,0.2,6.0412,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Binders,8.3104,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Technology,Accessories,357,,
Standard,Class,Consumer,United,States,San,Francisco,California,94122,West,Technology,Phones,806.336,8,0.2,,
Standard,Class,Consumer,United,States,San,Francisco,California,94122,West,Furniture,Furnishings,85.44,3,0,,
Standard,Class,Corporate,United,States,Columbus,Georgia,31907,South,Office,Supplies,Storage,344.91,3,0,,
Same,Day,Home,Office,United,States,Aurora,Illinois,60505,Central,Office,Supplies,Appliances,70.97,5,,
Same,Day,Home,Office,United,States,Aurora,Illinois,60505,Central,Office,Supplies,Art,36.784,2,,
Second,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,743.988,2,0.4,,
Second,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Office,Supplies,Binders,11.212,2,0.8,,
Second,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Furniture,Furnishings,4.712,2,0.6,-1.8848,,
Second,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Office,Supplies,Appliances,180.98,5,0.8,,
Second,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Office,Supplies,Storage,60.416,2,0.2,,
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Copiers,299.99,1,0,89.997,,
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Office,Supplies,Paper,192.16,4,0,,
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Phones,242.624,8,0.2,27.2952,,
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Office,Supplies,Storage,46.74,3,0,,
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Accessories,174.95,5,0,12.2465,,
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Office,Supplies,Binders,100.704,6,0.2,,
Same,Day,Home,Office,United,States,Roseville,Michigan,48066,Central,Office,Supplies,Paper,368.91,9,,
Same,Day,Home,Office,United,States,Roseville,Michigan,48066,Central,Office,Supplies,Binders,8.02,1,,
Same,Day,Home,Office,United,States,Roseville,Michigan,48066,Central,Office,Supplies,Storage,171.04,4,,
Standard,Class,Home,Office,United,States,Fayetteville,Arkansas,72701,South,Office,Supplies,Paper,19.44,3,,
Standard,Class,Consumer,United,States,Jacksonville,North,Carolina,28540,South,Office,Supplies,Binders,13.092,4,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Appliances,30.735,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Binders,12.8499,
Standard,Class,Consumer,United,States,Dover,Delaware,19901,East,Technology,Phones,19.98,2,0,5.1948,,
Standard,Class,Consumer,United,States,Aurora,Illinois,60505,Central,Furniture,Tables,69.375,1,0.5,-47.175,,
Standard,Class,Consumer,United,States,Aurora,Illinois,60505,Central,Office,Supplies,Supplies,31.68,4,0.2,,
Standard,Class,Consumer,United,States,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396,,
Standard,Class,Consumer,United,States,Aurora,Illinois,60505,Central,Office,Supplies,Art,9.344,2,0.2,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Furniture,Chairs,2563.056,,
Standard,Class,Corporate,United,States,El,Cajon,California,92020,West,Furniture,Chairs,387.136,4,0.2,,
Second,Class,Home,Office,United,States,Springfield,Ohio,45503,East,Office,Supplies,Art,3.424,1,,
Standard,Class,Corporate,United,States,Mount,Vernon,New,York,10550,East,Office,Supplies,Storage,1085.42,,
Standard,Class,Home,Office,United,States,Lakewood,Ohio,44107,East,Office,Supplies,Paper,43.056,9,,
Standard,Class,Home,Office,United,States,Tampa,Florida,33614,South,Office,Supplies,Binders,3.762,3,,
Standard,Class,Home,Office,United,States,Tampa,Florida,33614,South,Office,Supplies,Binders,34.86,2,,
Standard,Class,Home,Office,United,States,Tampa,Florida,33614,South,Office,Supplies,Storage,432.456,3,,
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Office,Supplies,Storage,675.06,3,0,,
First,Class,Corporate,United,States,Jacksonville,North,Carolina,28540,South,Office,Supplies,Envelopes,65.232,3,,
First,Class,Corporate,United,States,Jacksonville,North,Carolina,28540,South,Furniture,Chairs,207,3,0.2,,
Second,Class,Home,Office,United,States,Saint,Charles,Illinois,60174,Central,Technology,Machines,600.53,2,,
Second,Class,Home,Office,United,States,Saint,Charles,Illinois,60174,Central,Office,Supplies,Art,59.904,,
Second,Class,Home,Office,United,States,Saint,Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,,
Second,Class,Home,Office,United,States,Saint,Charles,Illinois,60174,Central,Furniture,Furnishings,51.756,3,,
Standard,Class,Home,Office,United,States,Miami,Florida,33180,South,Office,Supplies,Paper,31.104,6,,
Standard,Class,Home,Office,United,States,Miami,Florida,33180,South,Office,Supplies,Art,47.96,5,,
Standard,Class,Home,Office,United,States,Miami,Florida,33180,South,Technology,Accessories,158.928,7,0.2,,
Standard,Class,Home,Office,United,States,Miami,Florida,33180,South,Office,Supplies,Appliances,211.248,6,,
Standard,Class,Home,Office,United,States,Miami,Florida,33180,South,Office,Supplies,Supplies,5.552,2,,
Standard,Class,Home,Office,United,States,Miami,Florida,33180,South,Office,Supplies,Labels,2.952,1,,
Standard,Class,Consumer,United,States,Troy,Ohio,45373,East,Office,Supplies,Binders,10.332,3,0.7,,
Standard,Class,Corporate,United,States,Seattle,Washington,98103,West,Office,Supplies,Binders,18.368,4,0.2,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Technology,Phones,299.9,,
Standard,Class,Corporate,United,States,Arlington,Virginia,22204,South,Office,Supplies,Envelopes,26.55,9,0,,
Standard,Class,Corporate,United,States,Arlington,Virginia,22204,South,Technology,Accessories,111.98,2,0,26.8752,,
Standard,Class,Corporate,United,States,Charlotte,North,Carolina,28205,South,Furniture,Furnishings,4.928,2,0.2,,
Standard,Class,Corporate,United,States,Charlotte,North,Carolina,28205,South,Office,Supplies,Labels,11.784,3,,
Standard,Class,Consumer,United,States,Roseville,California,95661,West,Office,Supplies,Art,7.98,3,0,,
Standard,Class,Consumer,United,States,Detroit,Michigan,48234,Central,Office,Supplies,Envelopes,180.96,2,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90036,West,Technology,Accessories,1649.95,5,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90036,West,Furniture,Chairs,362.352,3,0.2,,
Second,Class,Home,Office,United,States,San,Francisco,California,94110,West,Technology,Phones,73.584,2,,
Standard,Class,Consumer,United,States,Bakersfield,California,93309,West,Furniture,Tables,486.368,4,0.2,36.4776,,
Standard,Class,Home,Office,United,States,Tulsa,Oklahoma,74133,Central,Office,Supplies,Paper,32.4,5,,
Standard,Class,Home,Office,United,States,Tulsa,Oklahoma,74133,Central,Office,Supplies,Binders,41.86,7,,
Standard,Class,Home,Office,United,States,Tulsa,Oklahoma,74133,Central,Office,Supplies,Binders,77.56,2,,
Same,Day,Home,Office,United,States,San,Francisco,California,94122,West,Office,Supplies,Art,37.17,,
Standard,Class,Consumer,United,States,Houston,Texas,77036,Central,Office,Supplies,Storage,137.352,3,0.2,,
Standard,Class,Consumer,United,States,Houston,Texas,77036,Central,Furniture,Tables,376.509,3,0.3,-43.0296,,
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Furniture,Furnishings,62.72,4,0,24.4608,,
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Technology,Phones,2939.93,7,0,764.3818,,
Standard,Class,Home,Office,United,States,League,City,Texas,77573,Central,Furniture,Chairs,512.358,3,,
Standard,Class,Home,Office,United,States,League,City,Texas,77573,Central,Office,Supplies,Fasteners,3.488,,
Standard,Class,Home,Office,United,States,League,City,Texas,77573,Central,Office,Supplies,Art,22.288,,
Standard,Class,Home,Office,United,States,League,City,Texas,77573,Central,Office,Supplies,Paper,16.032,,
Standard,Class,Consumer,United,States,Burlington,North,Carolina,27217,South,Office,Supplies,Art,1.752,1,,
Standard,Class,Consumer,United,States,Burlington,North,Carolina,27217,South,Office,Supplies,Art,20.992,8,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Storage,3.363,
First,Class,Consumer,United,States,Dallas,Texas,75220,Central,Office,Supplies,Art,45.04,2,0.2,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Binders,15.624,2,0.8,,
Standard,Class,Consumer,United,States,Long,Beach,New,York,11561,East,Office,Supplies,Appliances,8.74,,
Standard,Class,Consumer,United,States,Long,Beach,New,York,11561,East,Office,Supplies,Paper,44.75,,
First,Class,Home,Office,United,States,Hialeah,Florida,33012,South,Office,Supplies,Storage,61.68,5,,
First,Class,Home,Office,United,States,Hialeah,Florida,33012,South,Technology,Phones,158.376,3,0.2,,
Second,Class,Corporate,United,States,Aurora,Illinois,60505,Central,Office,Supplies,Binders,2.864,4,0.8,,
Second,Class,Corporate,United,States,Aurora,Illinois,60505,Central,Office,Supplies,Binders,94.192,7,0.8,,
Standard,Class,Consumer,United,States,Belleville,New,Jersey,7109,East,Office,Supplies,Paper,143.7,3,,
Standard,Class,Consumer,United,States,Belleville,New,Jersey,7109,East,Office,Supplies,Paper,6.48,1,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Technology,Accessories,7.88,,
First,Class,Consumer,United,States,Andover,Massachusetts,1810,East,Office,Supplies,Storage,11.21,1,0,,
First,Class,Consumer,United,States,Andover,Massachusetts,1810,East,Furniture,Chairs,354.9,5,0,88.725,,
First,Class,Consumer,United,States,Andover,Massachusetts,1810,East,Office,Supplies,Paper,17.94,3,0,,
First,Class,Consumer,United,States,Andover,Massachusetts,1810,East,Office,Supplies,Binders,51.8,4,0,,
Second,Class,Home,Office,United,States,Newark,Delaware,19711,East,Office,Supplies,Binders,299.52,9,,
Standard,Class,Consumer,United,States,Arlington,Virginia,22204,South,Office,Supplies,Art,7.7,2,0,,
Standard,Class,Corporate,United,States,Decatur,Alabama,35601,South,Office,Supplies,Paper,23.92,4,0,,
Standard,Class,Corporate,United,States,Decatur,Alabama,35601,South,Technology,Accessories,498,5,0,184.26,,
Standard,Class,Corporate,United,States,Hesperia,California,92345,West,Furniture,Chairs,436.704,6,0.2,-38.2116,,
Standard,Class,Consumer,United,States,Chesapeake,Virginia,23320,South,Office,Supplies,Paper,32.4,5,0,,
First,Class,Consumer,United,States,Los,Angeles,California,90036,West,Office,Supplies,Appliances,61.44,3,,
Standard,Class,Consumer,United,States,Huntsville,Alabama,35810,South,Office,Supplies,Storage,73.36,7,0,,
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Office,Supplies,Labels,59.2,5,0.2,,
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,32.952,3,0.2,6.5904,,
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Furniture,Chairs,218.376,3,0.2,-10.9188,,
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,31.4,5,0,13.188,,
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,9.48,1,0,3.792,,
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Technology,Phones,209.5,10,0,58.66,,
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,24.3,5,0,10.449,,
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Office,Supplies,Paper,6.48,1,0,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,32.448,2,0.2,7.3008,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Binders,26.388,4,0.7,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,0.4,-112.041,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Binders,64.2,5,0.7,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Fasteners,8,2,0.2,,
Standard,Class,Consumer,United,States,Athens,Georgia,30605,South,Furniture,Furnishings,186.54,3,0,41.0388,,
Standard,Class,Consumer,United,States,Great,Falls,Montana,59405,West,Office,Supplies,Storage,87.08,7,,
Standard,Class,Consumer,United,States,Great,Falls,Montana,59405,West,Technology,Phones,105.584,2,0.2,,
Standard,Class,Consumer,United,States,Great,Falls,Montana,59405,West,Technology,Accessories,217.44,6,0,,
Second,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Office,Supplies,Art,31.744,2,,
Second,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Office,Supplies,Appliances,5.432,2,,
Second,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Furniture,Tables,913.43,5,0.3,,
Second,Class,Consumer,United,States,El,Paso,Texas,79907,Central,Office,Supplies,Storage,372.144,3,,
Standard,Class,Consumer,United,States,Kissimmee,Florida,34741,South,Technology,Phones,751.984,2,0.2,84.5982,,
First,Class,Home,Office,United,States,Seattle,Washington,98105,West,Technology,Phones,604.768,4,0.2,,
Second,Class,Corporate,United,States,Santa,Clara,California,95051,West,Office,Supplies,Supplies,27.36,4,,
Second,Class,Corporate,United,States,Santa,Clara,California,95051,West,Office,Supplies,Paper,20.56,2,,
Second,Class,Corporate,United,States,Santa,Clara,California,95051,West,Office,Supplies,Binders,83.92,5,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90049,West,Furniture,Tables,902.712,3,0.2,,
Standard,Class,Home,Office,United,States,Fresno,California,93727,West,Furniture,Bookcases,120.666,2,0.15,,
First,Class,Consumer,United,States,Fort,Worth,Texas,76106,Central,Office,Supplies,Binders,4.984,1,,
Standard,Class,Home,Office,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,82.26,3,0,,
First,Class,Consumer,United,States,San,Francisco,California,94110,West,Office,Supplies,Storage,29.74,1,,
